v_nR7tqWpNpe8_128_149,there s a person bungee jumping from an elevated crane into the river
v_lfGmSfTjnA8_0_38,a woman is standing in a messy kitchen in front of the sink preparing to cut something
v_lfGmSfTjnA8_37_88,she grabs a potato and a peeler and begins taking the edges off
v_lfGmSfTjnA8_87_161,as she continues cutting two young girls walk in the kitchen and begin watching her and grabbing dishes
v_Q-HdDcyC9d8_0_16,the person with black apron spray a white foam on the shoes
v_Q-HdDcyC9d8_9_23,the person brush the shoes with white foam on it
v_Q-HdDcyC9d8_21_66,the person brushed the shoes after the foam is gone and began spraying a chemical in it and polished the metal part of the shoes
v_OWEwmnZvvJE_3_74,a young man is seen standing around a pool followed by several clips of the boy jumping in the pool and swimming around
v_OWEwmnZvvJE_62_150,the boy continues to swim all around the pool with a man swimming behind him and the boy smiling to the camera
v_ZMG8WE3Y22k_50_85,the men then stand in the field with their paddles and actually get in the raft demonstrating the proper way to row
v_ZMG8WE3Y22k_84_114,finally they are in the water and all of them begin to paddle throughout the water
v_ZMG8WE3Y22k_113_136,more people join them and they eventually get out of the water and walk back to land
v_xDRvD_-fvd8_12_66,they high five and are displayed in several clips fighting then back to the row of standing on the stage
v_4a0Q-IAqO8U_0_65,a man in a black shirt is standing outside talking
v_4a0Q-IAqO8U_63_75,he then is inside a swimming pool
v_4a0Q-IAqO8U_76_232,he is back outside talking to the camera
v_DWVI_N4Aeo8_0_14,a diving is seen standing ready with his arms out to the side
v_DWVI_N4Aeo8_6_26,the man then performs an impressive dive and is followed by several clips of other people diving
v_JNuVGc8mn54_0_18,there men have chairs and are sitting int he subway way making some music
v_JNuVGc8mn54_17_30,one of them is playing guitar and two of them are playing the violin
v_JNuVGc8mn54_30_70,people walk by them and a kid pushing a stroller and some other children come and stop to watch them for a little by
v_JNuVGc8mn54_69_118,there is a crowd that has actually stopped to watch them play clapping and one of them leaving money in their case
v_5yfDyVVkPuU_0_36,two men are seen speaking to the camera followed by several clips of people hitting a ball
v_5yfDyVVkPuU_31_94,more shots are shown of people holding up sticks and hitting a ball with another coach near by helping and speaking to the camera
v_F6FyJl5OQ0A_18_23,white words on a black screen show up and read zucky wakeboarding summer and then fades away
v_F6FyJl5OQ0A_22_178,the man is shown again and now he s in motion wake boarding as he holds onto the handle connected to the rope and he is doing various tricks going from side to side occasionally jumping spinning and sometimes doing all at once
v_yTJCrP0HqEE_63_104,the girl smiles into a mirror and shows how she takes out the contacts and a reminder on your phone
v_xfVx1-emCV8_51_72,the player makes the shot and the camera follows along
v_xfVx1-emCV8_71_91,the crowd cheers and a replay of the shot is shown
v_AEer099-yUM_0_48,a woman stands in a red dress
v_AEer099-yUM_4_48,she is throwing darts at a board
v_AEer099-yUM_8_48,she throws several darts at the board
v_AEer099-yUM_33_48,she throws darts in slow motion
v_8HY9CPl9CqE_16_23,a girl dives off the diving board and people cheer
v_VBY8feOQgy4_24_75,there is an indoor gym where two contestants are fencing with each other
v_VBY8feOQgy4_74_117,there is a person dressed in black who is their referee
v_rMes9poepAI_3_15,we see a lady cleaning her floor
v_rMes9poepAI_106_164,then we see the ease of using the attachment
v_09Kr5TQ9DHQ_23_68,more close ups are shown followed by a person riding down the mountain
v_09Kr5TQ9DHQ_67_123,more people riding down are shown and leads into several shots of people performing ski and snowboarding tricks down a mountain
v_ZYrQ-TSPQfU_0_139,people whom are wearing helmets are paddling a inflated boat down a rocky body of water
v_2LzWCwYtUzs_1_23,a person washes and peels a potato
v_cd_-gvb82Bs_0_94,a man is seen speaking to the camera holding a window washer and begins getting the windows wet
v_cd_-gvb82Bs_63_184,he then points to the window while wiping it down over and over again with various tools
v_KOiRoi5_SnQ_0_12,a man is standing on a pair of skis
v_KOiRoi5_SnQ_16_113,he then skis quickly down a snowy embankment accidentally hitting a skier in his path and sending her careening to the right
v_KOiRoi5_SnQ_115_135,they stop and talk checking to make sure she is ok
v_Hc7A90HiA28_0_23,two teams are playing a tug of war while the referee is at the center and on the side are people taking pictures
v_Hc7A90HiA28_8_148,the referee gave a go signal for the team to start pulling the players are pulling the rope with all of their might until the blue team won on the other side of the lane another team are playing tug of war and the camera pans to the audiences who are watching the game
v_Tk3zk2pJ9KA_35_100,the sun rises and more shots of landscapes are shown as well as animals in the area
v_Tk3zk2pJ9KA_102_132,people are then seen riding around on a boat through a tough river and end with a plane flying over the area
v_yEFS8M4pgMU_31_78,there two teams of men playing the game of tug of war in a gym
v_yEFS8M4pgMU_77_111,there are several people seated in the gym watching them play the game
v_yEFS8M4pgMU_110_149,the referee is standing next to the contestants as they continue to pull the rope harder
v_yEFS8M4pgMU_148_156,the opposing team pulls harder and the team in the white ends up falling down and losing
v_9mpPAwSmUmk_6_120,a guy works on a roof
v_9mpPAwSmUmk_8_27,a guy removes nails and pieces of the roof
v_9mpPAwSmUmk_28_36,a guy removes dirt and twigs from the corner of the roof
v_9mpPAwSmUmk_47_116,a guy measures and cuts pieces for the roof
v_D74hnUdBs04_0_69,a large group of people are seen standing on a field playing a volleyball game with one another
v_D74hnUdBs04_57_127,the camera pans around the beach and back to the people playing with one another passing the ball around
v_ZTtPztql5jM_0_126,rain falls on a large auditorium
v_ZTtPztql5jM_6_126,many people are in the stands
v_ZTtPztql5jM_17_126,several athletes stand in the arena
v_ZTtPztql5jM_25_126,the athletes throw discs on the field
v_cJYtpnf5aOM_0_86,a boy in young boy drives a small tractor lawn mower around the yard of a house maneuvering around obstacles
v_cJYtpnf5aOM_62_72,the boy mows over some small flowers in the grass
v_AXyRIyXqnzI_0_8,a man in a grey warm up suit practices shot put behind a net
v_AXyRIyXqnzI_7_14,another man in a green sweatshirt practices a shot put throw in a field behind a net gate
v_AXyRIyXqnzI_13_98,still photos are featured between multiple men practicing their shot put throw
v_AXyRIyXqnzI_97_131,a series of shot put throws are featured in consecutive tosses
v_RDC4sqe8xVk_21_92,he is talking to the camera about skiing
v_RDC4sqe8xVk_96_193,he is then seen going through the air and down steep slopes as he skis
v_h0p_7Q2Bucc_0_24,a man appears treading water as he is waiting to get out of the water and walk up a set of stairs
v_h0p_7Q2Bucc_22_51,he finally gets off the stairs and joins the others who are on the wooden diving board
v_h0p_7Q2Bucc_50_82,first a set of three girls jump off before he does and creates a large commotion of waves
v_vOpFUVofoM4_10_64,various title screens are shown and eventually the same picture of the coffee cup appears while soft music plays in the background
v_LGj7_gw2GbQ_2_140,a person is water boarding on a body of water
v_LGj7_gw2GbQ_4_144,people ride a boat and interact
v_LGj7_gw2GbQ_24_116,a lady hula hoops to music
v_LGj7_gw2GbQ_26_146,a male leaps from the rocks into the waters
v_LGj7_gw2GbQ_52_55,a guy uses a hula hoop as a jump rope
v_LGj7_gw2GbQ_55_58,women dance to music in a social function
v_LGj7_gw2GbQ_76_79,two adults run in a wooden hollow cylinder
v_LGj7_gw2GbQ_83_127,an individual back flips off a boat
v_LGj7_gw2GbQ_94_97,a female stands on waterboard that is on grass
v_jhakEVLCqNM_16_64,a man and a teen stand on front a swimming pool talking and a person lay down on a chair
v_jhakEVLCqNM_63_89,then the man pushes the teen to the water who has trouble to swim
v_jhakEVLCqNM_88_95,after the man gets in the water and flip the teen
v_jhakEVLCqNM_95_103,the teen gets out the swimming pool and throws chair to the man
v_jhakEVLCqNM_102_146,next the teen walks away angry and the men and the woman take the chairs out of the pool
v_DEEgoxzTvdk_24_58,we see the vast ocean water around us
v_DEEgoxzTvdk_70_141,we then see several people as they relax on a boat
v_7KKYKIlGaXk_0_18,a view is seen of an enormous pool
v_7KKYKIlGaXk_21_92,it stretches very long distances with people using boats and rafts in the water
v_7KKYKIlGaXk_96_150,it is an extensive water park located in indonesia
v_7KKYKIlGaXk_155_196,people are shown water skiing in the clear blue waters
v_l-R4wiSZcRc_3_39,an intro leads into several older clips of olympic performers performing incredible acts
v_l-R4wiSZcRc_25_138,one group of people are seen swimming while hundreds of people cheer and many people look to the camera and smile
v_y-87JMf_-J8_23_82,the camera pans closely around the guitar while the man continues to speak
v_y-87JMf_-J8_69_108,the man then plays the guitar a bit and moves his hands up and down the neck
v_1opIvQF0m_M_36_117,several other clips are shown of people kayaking doing several stunts while the camera records
v_wYIeRRTRtX8_9_12,she jumps into the water
v_wYIeRRTRtX8_0_16,people are standing under the diving board
v_3S7EwcX-Rd0_6_21,the riders start and already many fall during the first big jump
v_3S7EwcX-Rd0_17_62,various highlights are shown of the riders attempting the large jumps
v_H7EmlU0wQ6g_0_3,a person is using a vacuum attachment to vacuum the wood floor
v_H7EmlU0wQ6g_2_9,the person then vacuums a rug on the floor
v_H7EmlU0wQ6g_9_19,the person vacuums the back of a cat laying nearby
v_H7EmlU0wQ6g_18_23,the person returns to vacuuming the wood floor
v_IIAaKRUze8A_0_189,a man stands next to a small roof
v_IIAaKRUze8A_48_131,he places metal along side the roof
v_IIAaKRUze8A_114_189,he attaches the pieces securely
v_V2MlQezL1IE_18_192,an older man is seen in a gym speaking to the camera while men play volleyball in the background
v_V2MlQezL1IE_44_178,the video then comes back to the older man who is directing the players
v_V2MlQezL1IE_116_178,the men begin tossing a volleyball back and forth
v_QYb2ektVZek_8_58,a city is zoom in a map then a girl performs water sky in a river pulled by a boat while flipping in the air
v_QYb2ektVZek_60_137,a road is leading to a water ski station then a woman slides on ramps in the water holding a water ski rope
v_QYb2ektVZek_82_86,a man takes pictures to the girl
v_civPiYFf2vE_18_57,the man vacuums stairs and a car interior
v_fMVKdmMVixQ_12_19,he instructs them on position before leading them in yoga
v_fMVKdmMVixQ_30_183,they perform several moves slowly and gracefully
v_aVL9ArQS_Ag_0_50,a man holds a pair of boots while talking and showing dirty parts
v_aVL9ArQS_Ag_49_138,then the man put a clothe inside the boot and brush the shaft of the boot thoroughly
v_gSeE_Ms-2TI_0_40,a man is seen kneeling down on a roof and speaking to the camera
v_gSeE_Ms-2TI_38_119,the camera pans all around the roof while the man is seen sitting and still speaking
v_gSeE_Ms-2TI_120_154,the camera pans all around the roof and shows the man still sitting
v_fBov3cwPEho_0_12,we see a man and a baby decorating a christmas tree
v_fBov3cwPEho_11_16,the baby takes a blue bulb off the tree
v_fBov3cwPEho_15_26,the dad puts it back and the baby takes it again
v_fBov3cwPEho_34_47,the child turns towards the camera and the dad walks to a counter
v_fBov3cwPEho_46_69,the child drops the blue bulb and goes for another
v_fBov3cwPEho_73_79,the child adds another blue bulb to the tree
v_fBov3cwPEho_86_104,the camera pans up to show the tree and then shows the stockings
v_DpI9JtaMtec_26_119,a person spreads mustard sauce on slices of bread then the person put on top swiss cheese jam sauerkraut and a slice of bread on top
v_DpI9JtaMtec_118_169,after the person spreads butter on the sandwiches and put them on a hot surface then the person cuts the sandwiches in half
v_SIX51vtOOek_17_51,there s a lawn trimmer lying on the ground near some over grown patches of grass
v_SIX51vtOOek_50_77,a person wearing gray pants and gloves using a lawn trimmer to trim the patches of grass
v_SIX51vtOOek_76_88,he is trimming the lawn in a back and forth motion moving the trimmer horizontally across the grass
v_lM3uGxHWZBA_0_41,several people are seen running around a field playing a game together
v_lM3uGxHWZBA_31_99,the players cheer and speak to one another as well as showing more highlights of the game
v_c6BcS5NdI6E_0_107,a large group of people are seen playing a game of volley ball with one another while moving around the beach
v_c6BcS5NdI6E_67_170,several shots are shown of the people wandering around one another playing the game back and fourth over the net and helping one another
v_AZaSkc1gnhY_2_19,a man drinks coffee and then plays guitar indoor
v_AZaSkc1gnhY_19_79,the man makes a pause and takes his coffee
v_AZaSkc1gnhY_79_113,then the man hols a cup of coffee and a guitar in the street
v_hQeDWu5NOj8_0_36,a small group of people are seen riding in a raft down a rough river
v_hQeDWu5NOj8_30_97,the people use paddles to move themselves along the water and under tunnels
v_hQeDWu5NOj8_70_127,the group continue riding down the river and end with text across the screen
v_02WlEYafQ9Q_4_75,several people white water raft and kayak in large inflatable rafts and kayaks on a violent narrow body of water surrounded by large rocks
v_02WlEYafQ9Q_4_23,a group of people on a blue water raft paddle against a violent stream body of water
v_02WlEYafQ9Q_23_44,several lone people paddle in small kayaks against the same violent water
v_02WlEYafQ9Q_29_43,a person navigates the rocky waves in a large water raft
v_02WlEYafQ9Q_42_74,the rafters and kayakers continue to fight the force of the water as the scene face to a positivity mantra and then to black
v__AdJtwjeITM_0_12,a group of older men walk into a ice rink
v__AdJtwjeITM_13_34,the group of men gather and get ready to play curling
v_xpA16yFuDqw_0_25,a woman and man are shown swimming backward in the water of a pool
v_xpA16yFuDqw_26_79,they demonstrate different techniques as the swim
v_xpA16yFuDqw_79_112,the names of the various methods appear on the screen between examples
v_mb5CLhyHMvU_0_22,people are skiing down a snowy slope very slowly and gracefully
v_mb5CLhyHMvU_21_58,a little boy is bending down trying to catch more speed he is pretty good at skiing
v_mb5CLhyHMvU_57_91,they continue forward very slowly taking their time and enjoying the experience
v_mb5CLhyHMvU_90_137,they start to slow down a bit almost stopping but then they build back up and continue on
v_wohWWAB47KM_0_223,a man is water skiing behind a boat on a lake
v_wohWWAB47KM_32_38,some people show up on the screen who are watching and recording
v_wohWWAB47KM_203_223,the water skier tries to do a flip and ends up crashing into the water
v_y8OQkNk8WpY_0_108,people are sliding down the ice
v_y8OQkNk8WpY_0_107,they are holding a curling stick and a ball
v_y8OQkNk8WpY_59_96,two men in white shirts run next to the person sliding
v_w50et2-vEOQ_19_89,the man wakeboards around a lake
v_w50et2-vEOQ_44_50,we see the boat with people in it
v_w50et2-vEOQ_58_73,the man pulls out the ladder and climbs on the boat then we see a boat take off and in a show room
v_w50et2-vEOQ_79_90,the man falls off the wakeboard times
v_BoKEPRjFydk_0_117,there are several athletes doing discus throw in an outdoor ring
v_BoKEPRjFydk_5_16,the first athlete who is dressed in a red and white shirt begins the discus throw using a one and a half kilograms discus
v_BoKEPRjFydk_9_16,he spins and rotates on the spot and throws the discus
v_BoKEPRjFydk_14_32,then another athlete throws the discus but in unsuccessful
v_BoKEPRjFydk_32_58,the athlete in blue then makes his attempt at the discus throw as he swings and spins to throw the disc
v_BoKEPRjFydk_54_72,then another athlete who has won third place throws the discus successfully
v_BoKEPRjFydk_68_90,some more athletes come to the ring and throw the discus
v_BoKEPRjFydk_87_117,the stadium bleachers are not filled with sufficient spectators due to security reasons
v_l8aaaDY4ehA_0_79,we see a man mowing a lawn
v_l8aaaDY4ehA_17_24,he stands on the stairs to mow
v_l8aaaDY4ehA_78_127,it switches to a woman mowing
v_l8aaaDY4ehA_125_166,it goes back to the man mowing
v_l8aaaDY4ehA_165_187,the man puts the mower in the shed and goes into the house
v_EoQgUlLb3U4_0_27,a man turns his body around preparing to throw his discus
v_MRpg1K7YWSE_0_19,a person s hand is seen throwing several darts onto a board on the other side of the room
v_xj-f9hzQ3Lc_14_36,someone calls a mark and they all stand up on their pedals preparing to be released
v_xj-f9hzQ3Lc_35_55,the bar is finally let down and the boys begin racing throughout the track that s covered in hills as people stand throughout it to watch them
v_A5JcwIaP30Y_0_26,a man is trying to balance himself on a rope he walks on it and does a flip off
v_A5JcwIaP30Y_25_58,he gets back on the rope and does another back flip off
v_A5JcwIaP30Y_57_91,he grips the the rope super tight with his feet while he walks across
v_A5JcwIaP30Y_90_126,he has trouble balancing on it starts going backwards
v_WEoelJQYlxk_0_22,a picture of a man washing a car is shown and leads into several men washing the same car
v_WEoelJQYlxk_20_54,the men vacuum the inside as well as clean the dashboard and entire interior and exterior
v_wBwBm7Ju9a8_82_114,then man goes on the diving board rubs his hands together then jumps off the diving board times and does various flips before he lands in the water
v_kZMDKbfIis0_0_11,a man is kneeling down on ice
v_kZMDKbfIis0_9_77,he begins playing a game of curling
v_kZMDKbfIis0_22_26,two people scrub the ice in front of the curling ball
v_beRmfL0Uh28_13_45,the rocky water is shown and then the man comes down kayaking throughout the white waters
v_beRmfL0Uh28_44_94,a flash of vacant water is shown then a group of ten people are pictured kayaking together over the rocks and water and eventually are pushed out the kayak by the large wave
v_beRmfL0Uh28_93_121,the group of people continue swimming through the water trying to find land
v_SwQbnQX7LCQ_3_57,a grey car is parked on a driveway then a person washes the rims of the car
v_SwQbnQX7LCQ_57_98,after the person spreads soap on the car with a bottle joint to a hose after he brushes the front light of the car
v_SwQbnQX7LCQ_97_107,then the person cleans the hood with a cloth
v_SwQbnQX7LCQ_107_159,next the person rinses and dries the car
v_u1grT0O81Qg_0_11,a group of fencers pose with an instructor
v_u1grT0O81Qg_14_96,the fencers are shown inside a gym practicing
v_u1grT0O81Qg_97_160,they jab and do various moves with each other during the match
v_n18TxTWnbFI_18_24,he falls backward into the water
v_n18TxTWnbFI_23_31,someone is jumping into the water off the diving board
v_n18TxTWnbFI_30_42,a person jumps and goes under the water
v_n18TxTWnbFI_41_49,a man is jumping high and does a flip into the water off of the diving board
v_n18TxTWnbFI_48_55,a person does a black flip into the water off the diving board
v_VCdZ9gfzRWo_0_6,a large christmas tree is sitting in a room
v_VCdZ9gfzRWo_5_40,a man and woman are putting lights on the christmas tree
v_VCdZ9gfzRWo_8_40,a dog is walking around the christmas tree
v_4hbMYlgO8_o_1_4,the man then wacks the stick along the grass and moving his arms back and fourth
v_6B3qNzgqnpc_0_7,a person sitting in a canoe is slowly streaming down a river
v_6B3qNzgqnpc_17_37,the canoe keeps floating while various bird are shown sitting in the water as well as the trees
v_3XUxm78gjJE_0_144,people are playing baseball on a field of grass
v_3XUxm78gjJE_48_51,a person in a blue shirt falls down throwing the baseball
v_3XUxm78gjJE_102_122,the audience is dancing on the side of the field
v_n-1KBnDiWQU_0_10,a man is on a canoe holding a paddle in a swimming pool
v_n-1KBnDiWQU_9_31,a man pivots a canoe helping with an oar
v_G4tUTpJV-so_0_8,an asian woman is seen kneeling on the floor
